case_id,sanctioned_state,sanctioning_state,begin,end,trade,descr_trade,arms,military,financial,travel,other,target_mult,sender_mult,objective,success
554,Burundi,United States,1996,1999,0,,0,0,1,0,0,0,0,democracy,nego_settlement
555,Central African Republic,United States,1996,1998,0,,0,0,0,0,1,0,0,democracy,success_part
556,Colombia,United States,1996,1998,0,,0,0,1,0,0,0,0,other,failed
557,Cuba,United States,1996,2022,0,,0,0,1,1,0,0,0,destab_regime,ongoing
558,EU,Canada,1996,2015,1,imp_part,0,0,0,0,0,1,0,other,success_total
559,Iran,United States,1996,2022,1,exp_part,0,0,0,0,0,0,0,terrorism,ongoing
560,Libya,United States,1996,2022,1,exp_part,0,0,0,0,0,0,0,terrorism,ongoing
561,Myanmar,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Moldova, Armenia",1996,2000,0,,1,0,1,1,0,0,1,human_rights,failed
562,Niger,Canada,1996,1997,0,,0,0,1,0,0,0,0,democracy,success_part
563,Niger,"Denmark, Germany",1996,1997,0,,0,0,1,0,0,0,1,democracy,success_part
564,Niger,EU,1996,1996,0,,0,0,1,0,0,0,1,democracy,success_part
565,Niger,France,1996,1996,0,,0,1,1,0,0,0,0,democracy,success_part
566,Niger,United States,1996,2000,0,,0,1,1,0,0,0,0,democracy,success_total
567,Nigeria,Commonwealth,1996,1999,0,,1,0,1,1,0,0,1,"democracy,human_rights","success_total,success_total"
568,Rwanda,South Africa,1996,1997,0,,1,0,0,0,0,0,0,human_rights,failed
569,Rwanda,UN,1996,2008,0,,1,1,0,0,0,0,1,"end_war,human_rights","success_total,success_part"
570,Sudan,UN,1996,2001,0,,0,0,0,1,1,0,1,"other,terrorism","success_total,success_total"
571,Zambia,"United Kingdom, Denmark, Sweden, Norway, Netherlands, Japan",1996,1998,0,,0,0,1,0,0,0,1,democracy,success_part
572,Zambia,United States,1996,1998,0,,0,0,1,0,0,0,0,democracy,success_part
573,Angola,UN,1997,2002,1,exp_part,0,0,0,1,1,0,1,end_war,success_total
574,Belize,United States,1997,2004,1,imp_part,0,0,0,0,0,0,0,other,success_total
575,Burundi,EU,1997,2001,0,,0,0,1,0,0,0,1,"end_war,democracy,human_rights","success_total,success_total,success_total"
576,Cambodia,Australia,1997,1997,0,,0,1,1,0,0,0,0,democracy,success_part
577,Cambodia,EU,1997,1999,0,,0,0,1,0,0,0,1,"human_rights,democracy","success_part,success_part"
578,Cambodia,Germany,1997,1997,0,,0,0,1,0,0,0,0,democracy,success_part
579,Cambodia,Japan,1997,1997,0,,0,0,1,0,0,0,0,"human_rights,democracy","success_part,success_part"
580,Cambodia,Netherlands,1997,1997,0,,0,0,1,0,0,0,0,democracy,success_part
581,Cambodia,Norway,1997,1997,0,,0,0,1,0,0,0,0,democracy,success_part
582,Cambodia,United States,1997,2007,0,,0,0,1,0,0,0,0,human_rights,failed
583,Congo (Brazzaville),EU,1997,2001,0,,0,0,1,0,0,0,1,end_war,success_part
584,"Congo, Democratic Republic of the",EU,1997,2003,0,,1,0,0,0,0,0,1,democracy,failed
585,EU,Turkey,1997,1998,0,,0,0,0,0,1,1,0,policy_change,success_total
586,Iraq,UN,1997,1998,0,,0,0,0,1,0,0,1,policy_change,success_total
587,Iraq,United States,1997,2009,0,,0,0,0,1,0,0,0,"terrorism,end_war,prevent_war","success_total,success_total,success_total"
588,Myanmar,United States,1997,2016,0,,0,0,1,1,0,0,0,human_rights,success_total
589,Sierra Leone,Commonwealth,1997,1998,0,,0,0,0,0,1,0,1,democracy,success_total
590,Sierra Leone,ECOWAS,1997,2003,1,"exp_compl, imp_compl",0,0,1,1,0,0,1,end_war,success_total
591,Sierra Leone,UN,1997,2010,0,,1,0,0,1,0,0,1,"end_war,prevent_war","success_total,success_total"
592,Sierra Leone,UN,1997,1998,1,exp_part,0,0,0,0,0,0,1,"democracy,human_rights,end_war","success_part,success_part,failed"
593,Sudan,United States,1997,2017,1,"exp_compl, imp_compl",0,0,1,0,0,0,0,"terrorism,human_rights","success_part,success_part"
594,Angola,UN,1998,2002,1,imp_part,0,0,1,0,0,0,1,end_war,success_total
595,Belarus,"EU, Bulgaria, Cyprus, Czech Republic, Estonia, Hungary, Iceland, Norway, Romania, Slovakia, Slovenia",1998,1999,0,,0,0,0,1,0,0,1,policy_change,success_part
596,Belarus,United States,1998,1999,0,,0,0,0,0,1,0,0,policy_change,success_part
597,Cote d'Ivoire,EU,1998,2002,0,,0,0,1,0,0,0,1,democracy,success_part
598,ECOWAS,ECOWAS,1998,2022,0,,1,0,0,0,0,1,1,prevent_war,ongoing
599,Ethiopia (excludes Eritrea),Eritrea,1998,2018,0,,0,0,0,1,1,0,0,end_war,success_total
600,France,United States,1998,2017,1,imp_part,0,0,0,0,0,0,0,other,success_total
601,India,Australia,1998,2001,0,,0,1,1,0,0,0,0,prevent_war,failed
602,India,Canada,1998,2001,0,,1,0,0,0,0,0,0,prevent_war,failed
603,India,"Denmark, Netherlands,  Sweden, Germany",1998,2001,0,,0,0,1,0,0,0,1,prevent_war,failed
604,India,G8,1998,1999,0,,0,0,1,0,0,0,1,prevent_war,failed
605,India,Japan,1998,2001,0,,0,0,1,0,0,0,0,prevent_war,failed
606,India,United States,1998,2001,1,exp_part,1,1,1,0,0,0,0,prevent_war,failed
607,Ireland,United States,1998,2014,1,imp_part,0,0,0,0,0,0,0,other,success_total
608,Italy,Turkey,1998,1999,1,imp_part,0,0,0,0,0,0,0,other,success_total
609,Kyrgyzstan,Uzbekistan,1998,1998,1,exp_part,0,0,0,0,0,0,0,other,failed
610,Pakistan,Australia,1998,2001,0,,0,1,1,0,0,0,0,prevent_war,failed
611,Pakistan,"Canada, Germany",1998,2001,0,,1,0,1,0,0,0,1,prevent_war,failed
612,Pakistan,G8,1998,1999,0,,0,0,1,0,0,0,1,prevent_war,failed
613,Pakistan,Japan,1998,2001,0,,0,0,1,0,0,0,0,prevent_war,failed
614,Pakistan,Netherlands,1998,2008,0,,1,0,1,0,0,0,0,prevent_war,failed
615,Pakistan,United States,1998,2001,0,,1,1,1,0,0,0,0,prevent_war,failed
616,Sierra Leone,EU,1998,2010,0,,1,0,0,1,0,0,1,"end_war,prevent_war","success_total,success_total"
617,Suriname,Netherlands,1998,2000,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
618,Yugoslavia,EU,1998,2001,1,"exp_part, imp_part",0,0,1,1,0,1,1,"end_war,human_rights,terrorism","success_total,success_total,success_total"
619,Yugoslavia,UN,1998,2001,0,,1,1,0,0,0,1,1,"end_war,human_rights","success_total,success_total"
620,Yugoslavia,United States,1998,2001,0,,0,0,1,0,0,1,0,human_rights,success_total
621,Afghanistan,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia",1999,2001,0,,0,0,1,0,1,0,1,"terrorism,end_war","failed,failed"
622,Afghanistan,UN,1999,2002,0,,0,0,1,0,1,0,1,"terrorism,human_rights","failed,failed"
623,Afghanistan,United States,1999,2002,1,"exp_part, imp_part",0,0,1,0,1,0,0,terrorism,success_part
624,Eritrea,EU,1999,2001,0,,1,0,0,0,0,0,1,end_war,nego_settlement
625,Ethiopia (excludes Eritrea),EU,1999,2001,0,,1,0,0,0,0,0,1,end_war,nego_settlement
626,Indonesia,EU,1999,2000,1,exp_part,1,1,0,0,0,0,1,human_rights,success_part
627,Indonesia,United States,1999,2010,0,,0,1,0,0,0,0,0,"human_rights,democracy","failed,failed"
628,Indonesia,United States,1999,2005,0,,1,1,0,0,0,0,0,human_rights,failed
629,Kyrgyzstan,Uzbekistan,1999,2000,1,exp_part,0,0,0,0,0,0,0,other,failed
630,Niger,France,1999,2000,0,,0,0,1,0,0,0,0,democracy,success_total
631,Pakistan,Commonwealth,1999,2004,0,,0,0,0,0,1,0,1,democracy,success_total
632,Pakistan,South Africa,1999,2001,0,,1,0,0,0,0,0,0,"democracy,human_rights","success_total,success_total"
633,Pakistan,United Kingdom,1999,2000,0,,1,0,1,0,0,0,0,democracy,failed
634,Pakistan,United States,1999,2001,0,,0,0,1,0,0,0,0,democracy,failed
635,Yugoslavia,EU,1999,2000,1,exp_part,0,0,0,0,0,1,1,"end_war,human_rights,terrorism","success_part,success_part,success_part"
636,Yugoslavia,Switzerland,1999,2001,0,,1,1,1,0,0,1,0,end_war,success_total
637,Yugoslavia,United States,1999,2000,1,exp_part,0,0,0,0,0,1,0,human_rights,success_part
638,Afghanistan,UN,2000,2002,1,exp_part,1,1,1,1,1,0,1,terrorism,failed
639,Austria,EU,2000,2000,0,,0,0,0,0,1,0,1,destab_regime,failed
640,Austria,United States,2000,2000,0,,0,0,0,0,1,0,0,destab_regime,failed
641,Cote d'Ivoire,Canada,2000,2001,0,,0,0,1,0,0,0,0,democracy,success_part
642,Cote d'Ivoire,France,2000,2002,0,,0,1,1,0,0,0,0,democracy,success_part
643,Cote d'Ivoire,United States,2000,2002,0,,1,0,1,0,0,0,0,democracy,success_part
644,Eritrea,UN,2000,2001,0,,1,1,0,0,0,0,1,end_war,nego_settlement
645,Ethiopia (excludes Eritrea),UN,2000,2001,0,,1,1,0,0,0,0,1,end_war,nego_settlement
646,Fiji,Australia,2000,2000,1,exp_compl,0,0,0,1,1,0,0,democracy,success_part
647,Fiji,Australia,2000,2001,0,,0,1,1,1,0,0,0,democracy,success_part
648,Fiji,Commonwealth,2000,2001,0,,0,0,0,0,1,0,1,democracy,success_total
649,Fiji,EU,2000,2003,0,,0,0,1,0,0,0,1,democracy,success_total
650,Fiji,New Zealand,2000,2001,0,,0,1,1,1,0,0,0,democracy,success_total
651,Fiji,New Zealand,2000,2000,1,exp_compl,0,0,0,1,1,0,0,democracy,success_part
652,Fiji,United Kingdom,2000,2001,0,,0,1,1,0,0,0,0,democracy,success_part
653,Fiji,United Kingdom,2000,2003,1,exp_part,1,0,0,0,0,0,0,democracy,success_total
654,Fiji,United States,2000,2014,0,,1,1,1,1,1,0,0,democracy,success_total
655,Kyrgyzstan,Uzbekistan,2000,2000,1,exp_part,0,0,0,0,0,0,0,other,failed
656,Myanmar,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Moldova, Armenia",2000,2003,1,exp_part,1,1,1,1,0,0,1,human_rights,failed
657,Myanmar,Switzerland,2000,2006,1,exp_part,1,1,0,1,0,0,0,human_rights,failed
658,Sierra Leone,UN,2000,2003,1,exp_part,0,0,0,0,0,0,1,end_war,success_total
659,Yugoslavia,EU,2000,2014,0,,0,0,1,1,0,1,1,democracy,success_total
660,Afghanistan,"EU, Cyprus, Malta, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Bosnia and Herzegovina, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia, Switzerland",2001,2002,1,exp_part,1,1,1,1,1,0,1,"terrorism,end_war,other","failed,nego_settlement,failed"
661,Antigua and Barbuda,United States,2001,2003,0,,0,0,1,0,0,0,0,other,success_total
662,Balkans,United States,2001,2022,0,,0,0,1,0,0,1,0,prevent_war,ongoing
663,Belize,EU,2001,2004,1,imp_part,0,0,0,0,0,0,1,other,success_total
664,Brazil,NAFTA,2001,2001,1,imp_part,0,0,0,0,0,0,1,other,failed
665,Costa Rica,United States,2001,2006,0,,0,1,0,0,0,0,0,other,success_total
666,Haiti,EU,2001,2005,0,,0,0,1,0,0,0,1,democracy,failed
667,Haiti,United States,2001,2004,0,,0,0,1,0,0,0,0,human_rights,success_total
668,Kyrgyzstan,Uzbekistan,2001,2001,1,exp_part,0,0,0,0,0,0,0,other,failed
669,Liberia,EU,2001,2016,1,imp_part,1,1,0,1,0,0,1,end_war,success_total
670,Liberia,UN,2001,2003,0,,1,1,0,1,0,0,1,end_war,success_total
671,Liberia,UN,2001,2007,1,imp_part,0,0,0,0,0,0,1,end_war,success_total
672,Malawi,"EU, United States, Norway",2001,2003,0,,0,0,1,0,0,0,1,policy_change,success_total
673,Pakistan,India,2001,2002,0,,0,0,0,0,1,0,0,other,nego_settlement
674,Sierra Leone,Liberia,2001,2003,1,imp_part,1,1,1,1,0,0,0,end_war,success_total
675,Yugoslavia,Switzerland,2001,2016,0,,0,0,1,0,0,1,0,democracy,success_total
676,Afghanistan,"EU, Cyprus, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia,  Slovenia, Bulgaria, Romania, Turkey, Iceland, Liechtenstein, Norway",2002,2022,0,,1,1,1,1,1,0,1,"terrorism,end_war","ongoing,ongoing"
677,Afghanistan,UN,2002,2022,0,,1,1,1,1,1,0,1,"terrorism,end_war","ongoing,ongoing"
678,Belarus,"Belgium, France, Germany, Italy, Luxembourg, Netherlands, Denmark, Ireland, United Kingdom, Greece, Spain, Austria, Finland, Sweden",2002,2003,0,,0,0,0,1,0,0,1,"human_rights,democracy","failed,failed"
679,Belarus,United States,2002,2003,0,,0,0,0,1,0,0,0,"human_rights,democracy","failed,failed"
680,Central African Republic,United States,2002,2005,0,,0,0,0,0,1,0,0,democracy,success_total
681,Colombia,EU,2002,2016,0,,0,0,1,0,0,0,1,terrorism,success_total
682,"Congo, Democratic Republic of the",EU,2002,2005,0,,1,1,0,1,0,0,1,end_war,failed
683,Guinea,EU,2002,2006,0,,0,0,1,0,0,0,1,human_rights,success_part
684,ICC Rome Statute Signatories,United States,2002,2008,0,,0,1,0,0,0,1,0,policy_change,failed
685,"Korea, North",United States,2002,2006,1,exp_part,0,0,0,0,0,0,0,prevent_war,failed
686,Philippines,"EU, United States",2002,2022,0,,0,0,1,0,0,0,1,terrorism,ongoing
687,Somalia,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia",2002,2009,0,,1,0,0,0,0,0,1,"end_war,human_rights","failed,failed"
688,Terrorist Organizations (Taliban and Al-Qaeda),UN,2002,2011,0,,1,1,1,1,0,1,1,terrorism,failed
689,Zimbabwe,Australia,2002,2022,0,,1,1,1,1,0,0,0,democracy,ongoing
690,Zimbabwe,Commonwealth,2002,2003,0,,0,0,0,0,1,0,1,democracy,failed
691,Zimbabwe,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia, Serbia",2002,2022,1,exp_part,1,1,1,1,0,0,1,"democracy,human_rights","ongoing,ongoing"
692,Zimbabwe,Switzerland,2002,2022,1,exp_part,1,1,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
693,Zimbabwe,United Kingdom,2002,2009,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_part,success_part"
694,Zimbabwe,United Kingdom,2002,2022,1,exp_part,0,1,0,0,0,0,0,"democracy,human_rights","ongoing,ongoing"
695,Argentina,Iran,2003,2007,1,exp_part,0,0,0,0,0,0,0,terrorism,success_total
696,Benin,United States,2003,2005,0,,0,1,0,0,0,0,0,policy_change,success_total
697,Canada,China,2003,2016,1,imp_part,0,0,0,0,0,0,0,other,success_total
698,Canada,Japan,2003,2006,1,imp_part,0,0,0,0,0,0,0,other,failed
699,Canada,Mexico,2003,2016,1,imp_part,0,0,0,0,0,0,0,other,success_total
700,Canada,United States,2003,2005,1,imp_part,0,0,0,0,0,0,0,other,failed
701,Central African Republic,African Union,2003,2005,0,,0,0,0,0,1,0,1,human_rights,success_total
702,Central African Republic,EU,2003,2005,0,,0,0,1,0,0,0,1,human_rights,success_total
703,Central African Republic,United States,2003,2005,0,,0,0,1,0,0,0,0,human_rights,success_total
704,Colombia,United States,2003,2003,0,,0,1,0,0,0,0,0,other,success_total
705,"Congo, Democratic Republic of the",UN,2003,2022,0,,1,1,0,0,0,0,1,end_war,ongoing
706,Costa Rica,United States,2003,2016,0,,0,1,0,0,0,0,0,other,success_total
707,Croatia,United States,2003,2008,0,,0,1,0,0,0,0,0,other,failed
708,Croatia,United States,2003,2006,0,,0,1,0,0,0,0,0,other,failed
709,Dominica,United States,2003,2004,0,,0,1,0,0,0,0,0,other,success_total
710,Fiji,United States,2003,2003,0,,0,1,0,0,0,0,0,other,success_total
711,France,United States,2003,2003,1,imp_part,0,0,0,0,0,0,0,policy_change,success_total
712,Guinea,United States,2003,2004,0,,0,1,0,0,0,0,0,other,success_total
713,Guinea-Bissau,United States,2003,2004,0,,0,1,0,0,0,0,0,democracy,success_total
714,Iraq,EU,2003,2004,0,,1,0,0,0,0,0,1,prevent_war,success_total
715,Iraq,UN,2003,2004,0,,1,0,1,0,0,0,1,prevent_war,success_total
716,Lebanon,Libya,2003,2012,0,,0,0,0,0,1,0,0,other,failed
717,Lesotho,United States,2003,2006,0,,0,1,0,0,0,0,0,other,success_total
718,Liberia,UN,2003,2015,0,,1,1,0,1,0,0,1,prevent_war,success_total
719,Liberia,UN,2003,2006,1,imp_part,0,0,0,0,0,0,1,"policy_change,human_rights,prevent_war","success_part,success_part,success_part"
720,Malawi,United States,2003,2003,0,,0,1,0,0,0,0,0,other,success_total
721,Moldova,"EU, Turkey, Croatia, Macedonia, Montenegro, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Armenia, Georgia, Azerbaijan",2003,2022,0,,0,0,0,1,0,0,1,policy_change,ongoing
722,Myanmar,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Moldova, Armenia",2003,2010,1,exp_part,1,1,1,1,0,0,1,human_rights,failed
723,Myanmar,United States,2003,2016,1,exp_part,0,0,1,0,0,0,0,human_rights,success_total
724,Nigeria,United States,2003,2022,0,,0,1,0,0,0,0,0,other,ongoing
725,United States,Brazil,2003,2016,1,imp_part,0,0,0,0,0,0,0,other,success_total
726,United States,Canada,2003,2006,1,imp_part,0,0,0,0,0,0,0,other,success_total
727,United States,Japan,2003,2013,1,imp_part,0,0,0,0,0,0,0,other,success_total
728,Uzbekistan,United States,2003,2012,0,,0,1,0,0,0,0,0,human_rights,failed
729,Yugoslavia,EU,2003,2014,0,,0,0,1,0,0,1,1,democracy,success_total
730,Zimbabwe,United States,2003,2022,0,,0,0,1,0,0,0,0,"democracy,human_rights","ongoing,ongoing"
731,Belarus,United States,2004,2006,0,,0,0,1,0,0,0,0,"human_rights,democracy","failed,failed"
732,Cote d'Ivoire,UN,2004,2016,0,,1,1,1,1,0,0,1,"end_war,human_rights","success_total,success_total"
733,Iraq,EU,2004,2022,0,,1,0,0,0,0,0,1,"terrorism,end_war,prevent_war","ongoing,ongoing,ongoing"
734,Iraq,UN,2004,2010,0,,1,0,1,0,0,0,1,prevent_war,success_total
735,Liberia,UN,2004,2015,0,,0,0,1,0,0,0,1,"prevent_war,democracy","success_part,success_total"
736,Liberia,United States,2004,2015,1,"exp_part, imp_part",0,0,1,0,0,0,0,prevent_war,success_total
737,Sudan,EU,2004,2005,0,,1,1,0,0,0,0,1,end_war,failed
738,Sudan,UN,2004,2022,0,,1,1,0,0,0,0,1,"human_rights,end_war","ongoing,ongoing"
739,Syria,United States,2004,2022,1,"exp_part, imp_part",0,0,1,0,1,0,0,"terrorism,end_war,prevent_war","ongoing,ongoing,ongoing"
740,"Thailand, South Vietnam",Cambodia,2004,2007,1,imp_part,0,0,0,0,0,1,0,other,success_total
741,"Congo, Democratic Republic of the",EU,2005,2022,0,,1,1,1,1,0,0,1,end_war,ongoing
742,"Congo, Democratic Republic of the",UN,2005,2022,0,,0,0,1,1,0,0,1,end_war,ongoing
743,Cote d'Ivoire,Canada,2005,2017,0,,1,1,1,1,0,0,0,end_war,success_total
744,Cote d'Ivoire,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia",2005,2016,1,exp_part,1,0,1,1,0,0,1,"end_war,human_rights","success_total,success_total"
745,Cote d'Ivoire,UN,2005,2014,1,"exp_part, imp_part",0,0,0,0,0,0,1,"end_war,human_rights","success_part,success_part"
746,Kyrgyzstan,Uzbekistan,2005,2006,1,exp_part,0,0,0,0,0,0,0,other,failed
747,Lebanon,UN,2005,2007,0,,0,0,1,1,0,0,1,terrorism,failed
748,Mauritania,African Union,2005,2007,0,,0,0,0,0,1,0,1,democracy,success_total
749,Mauritania,EU,2005,2006,0,,0,0,1,0,0,0,1,"democracy,human_rights","success_total,success_total"
750,Nepal,India,2005,2005,0,,1,1,0,0,0,0,0,"democracy,human_rights","success_part,success_part"
751,Nepal,United Kingdom,2005,2005,0,,1,1,0,0,0,0,0,"democracy,human_rights","success_part,success_part"
752,Nepal,United States,2005,2005,0,,1,1,0,0,0,0,0,"democracy,human_rights","success_part,success_part"
753,Sudan,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Liechtenstein, Norway, Armenia",2005,2022,0,,1,1,1,1,0,0,1,"end_war,human_rights","ongoing,ongoing"
754,Sudan,UN,2005,2022,0,,0,0,1,1,0,0,1,"human_rights,end_war","ongoing,ongoing"
755,Syria,UN,2005,2007,0,,0,0,1,1,0,0,1,"terrorism,policy_change","failed,success_total"
756,Togo,African Union,2005,2005,0,,1,0,0,0,1,0,1,democracy,success_total
757,Togo,ECOWAS,2005,2005,0,,1,0,0,1,1,0,1,democracy,success_total
758,Togo,Nigeria,2005,2005,0,,0,0,0,0,1,0,0,democracy,nego_settlement
759,Uganda,"United Kingdom, Norway, Ireland, Netherlands, Sweden",2005,2007,0,,0,0,1,0,0,0,1,human_rights,success_part
760,Uzbekistan,EU,2005,2009,1,exp_part,1,1,0,1,0,0,1,human_rights,success_part
761,Belarus,Canada,2006,2016,1,exp_part,0,0,0,0,0,0,0,human_rights,success_total
762,Belarus,"EU, Croatia, Macedonia, Montenegro, Bosnia and Herzegovina, Iceland, Albania, Serbia, Liechtenstein, Norway",2006,2011,0,,0,0,1,1,0,0,1,"democracy,human_rights","failed,failed"
763,Belarus,Switzerland,2006,2016,0,,0,0,1,1,0,0,0,"democracy,human_rights","success_total,success_part"
764,Belarus,United States,2006,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
765,"Congo, Democratic Republic of the",United States,2006,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"end_war,democracy,human_rights","ongoing,ongoing,ongoing"
766,Cote d'Ivoire,United States,2006,2017,0,,0,0,1,0,0,0,0,"end_war,human_rights","success_total,success_total"
767,Fiji,Australia,2006,2014,0,,0,1,0,1,0,0,0,democracy,success_total
768,Fiji,Commonwealth,2006,2014,0,,0,0,0,0,1,0,1,democracy,success_total
769,Fiji,New Zealand,2006,2014,0,,0,1,1,1,0,0,0,democracy,success_part
770,Fiji,United States,2006,2014,0,,0,1,1,0,0,0,0,democracy,success_total
771,Georgia,Russia,2006,2013,1,imp_part,0,0,0,0,0,0,0,"other,policy_change","success_total,success_total"
772,Georgia,Russia,2006,2011,1,"exp_compl, imp_compl",0,0,0,1,1,0,0,"other,policy_change","nego_settlement,nego_settlement"
773,Iran,Japan,2006,2016,1,imp_part,0,0,0,0,0,0,0,prevent_war,success_part
774,Iran,UN,2006,2016,1,"exp_part, imp_part",0,0,1,1,0,0,1,prevent_war,success_total
775,"Korea, North",Australia,2006,2022,1,"exp_part, imp_part",1,1,1,1,1,0,0,prevent_war,ongoing
776,"Korea, North",EU,2006,2022,1,exp_part,1,1,1,1,0,0,1,prevent_war,ongoing
777,"Korea, North",Japan,2006,2022,1,imp_compl,0,0,1,0,1,0,0,prevent_war,ongoing
778,"Korea, North",Japan,2006,2008,0,,0,0,0,1,0,0,0,prevent_war,failed
779,"Korea, North",UN,2006,2022,1,"exp_part, imp_part",1,1,1,1,1,0,1,prevent_war,ongoing
780,Lebanon,EU,2006,2022,0,,1,1,1,0,0,0,1,end_war,ongoing
781,Lebanon,Israel,2006,2006,1,"exp_part, imp_part",0,0,0,1,1,0,0,"territorial_conflict,end_war","failed,failed"
782,Lebanon,UN,2006,2022,0,,1,1,0,0,0,0,1,end_war,ongoing
783,Malagasy Republic,United States,2006,2014,0,,0,0,1,0,0,0,0,"democracy,human_rights,end_war","success_total,success_total,success_total"
784,Moldova,Russia,2006,2007,1,imp_part,0,0,0,0,0,0,0,"other,policy_change","failed,failed"
785,Myanmar,Switzerland,2006,2012,1,exp_part,1,1,1,1,0,0,0,human_rights,success_part
786,Palestine,EU,2006,2007,0,,0,0,1,0,0,0,1,"policy_change,prevent_war,terrorism","success_total,nego_settlement,failed"
787,Palestine,United States,2006,2007,0,,0,0,1,0,0,0,0,"policy_change,prevent_war,terrorism","success_total,nego_settlement,failed"
788,Sudan,United States,2006,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"human_rights,end_war","ongoing,ongoing"
789,Sudan,United States,2006,2017,1,exp_part,0,0,1,0,0,0,0,"territorial_conflict,end_war","success_part,success_part"
790,Syria,United States,2006,2022,0,,0,0,1,0,0,0,0,terrorism,ongoing
791,Thailand,United States,2006,2008,0,,0,1,0,0,0,0,0,"democracy,human_rights","success_total,success_total"
792,Ukraine,Russia,2006,2006,1,exp_part,0,0,0,0,0,0,0,policy_change,failed
793,Uzbekistan,Switzerland,2006,2009,1,exp_part,1,1,0,1,0,0,0,human_rights,success_part
794,Venezuela,United States,2006,2022,0,,1,0,0,0,0,0,0,policy_change,ongoing
795,Afghanistan,New Zealand,2007,2022,0,,1,1,0,1,0,0,0,"terrorism,end_war","ongoing,ongoing"
796,Eritrea,United States,2007,2022,0,,0,0,0,1,1,0,0,policy_change,ongoing
797,Fiji,EU,2007,2015,1,exp_part,0,0,1,0,0,0,1,democracy,success_part
798,Iran,EU,2007,2016,0,,1,0,0,0,0,0,1,prevent_war,success_total
799,Iran,UN,2007,2016,0,,1,0,0,0,0,0,1,prevent_war,success_total
800,Lebanon,United States,2007,2022,0,,0,0,1,0,0,0,0,democracy,ongoing
801,Myanmar,Canada,2007,2012,1,"exp_compl, imp_compl",1,0,1,0,1,0,0,human_rights,success_part
802,Myanmar,Japan,2007,2008,0,,0,0,1,0,0,0,0,"democracy,human_rights","failed,failed"
803,Myanmar,United States,2007,2016,1,"exp_part, imp_part",0,0,1,0,0,0,0,human_rights,success_part
804,Pakistan,Commonwealth,2007,2008,0,,0,0,0,0,1,0,1,democracy,success_total
805,Pakistan,Netherlands,2007,2008,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
806,South Vietnam,United States,2007,2016,0,,1,0,0,0,0,0,0,"prevent_war,human_rights","nego_settlement,nego_settlement"
807,Sudan,United States,2007,2017,1,"exp_part, imp_part",0,0,1,0,0,0,0,"territorial_conflict,end_war","success_part,success_part"
808,Bulgaria,EU,2008,2009,0,,0,0,1,0,0,0,1,other,success_part
809,Guinea,EU,2008,2013,0,,0,0,1,0,0,0,1,human_rights,success_total
810,Iran,Australia,2008,2016,1,"exp_part, imp_part",1,1,1,1,0,0,0,prevent_war,success_total
811,Iran,UN,2008,2016,0,,0,0,0,1,0,0,1,prevent_war,success_total
812,"Korea, North",United States,2008,2022,1,exp_part,0,0,1,0,0,0,0,prevent_war,ongoing
813,Mauritania,African Union,2008,2009,0,,0,0,0,0,1,0,1,democracy,success_total
814,Mauritania,United States,2008,2009,0,,0,0,1,1,0,0,0,"democracy,human_rights","success_total,success_total"
815,Myanmar,United States,2008,2016,1,imp_part,0,0,0,0,0,0,0,human_rights,success_total
816,Russia,Georgia,2008,2011,0,,0,0,0,0,1,0,0,end_war,success_total
817,Somalia,UN,2008,2022,0,,1,1,1,1,0,0,1,"end_war,human_rights,prevent_war","ongoing,ongoing,ongoing"
818,Venezuela,United States,2008,2022,0,,0,0,1,0,0,0,0,terrorism,ongoing
